fault_id,source_name,fault_no,event_date,trip_datetime,event_date_key,trip_time_key,location_primary,locations_all,apparatus_concat,comments_concat,text_corpus,system_type,substation_area,weather,reporter,voltage_level_kv,voltage_levels_all,row_count,unique_apparatus_count,max_downtime_hours,mean_downtime_hours,min_reclose_delay_hours,max_reclose_delay_hours,any_reclosed_clock,any_reclosed_arc,has_comments,mixed_operational_labels,row_operational_labels,stage1_operational_label,stage1_binary_label,is_chrono_anomaly,anomaly_reason,event_hour,event_weekday,event_month,season,mentions_overcurrent,mentions_earth_fault,mentions_phase,mentions_three_phase,mentions_buchholz,mentions_diff,mentions_voltage_issue,mentions_trip_failure
system::155/23::2023-07-03::13:26,system,155/23,2023-07-03,2023-07-03 13:26:00,2023-07-03,13:26,Tsabong,Tsabong || Heuning Vlei,Tsabong - Heuning Vlei 132kV line CB 105 || Heuning Vlei 132kV line,Blue phase Trip; 3 ph T + L/O || E/F trip; 3 ph T + L/O,blue phase trip; 3 ph t + l/o || e/f trip; 3 ph t + l/o tsabong - heuning vlei 132kv line cb 105 || heuning vlei 132kv line,Transmission,North West,clear,mosarwe,132.0,132,2,2,6.77,6.185,5.6,6.766666666666667,True,False,True,False,permanent,permanent,Permanent,False,,13,0,7,winter,0,1,1,0,0,0,0,0
system::156/23::2023-07-11::08:02,system,156/23,2023-07-11,2023-07-11 08:02:00,2023-07-11,08:02,Karowe,Karowe,Karowe - Letlhakane 132kV line CB 105,"TCS alarm, MCB BI trip, SYNC BLK AR; 3 ph T + L/O","tcs alarm, mcb bi trip, sync blk ar; 3 ph t + l/o karowe - letlhakane 132kv line cb 105",Transmission,North West,clear,b. chabalala,132.0,132,1,1,4.45,4.45,4.45,4.45,True,False,True,False,permanent,permanent,Permanent,False,,8,1,7,winter,0,0,0,0,0,0,0,0
system::147/23::2023-07-29::18:00,system,147/23,2023-07-29,2023-07-29 18:00:00,2023-07-29,18:00,Gabsouth,Gabsouth,Gabsouth - Dwaarsberg 132kV Line CB 105,Zone 1 Trip; Fault loop L1 to Neutral; 3ph T + LO,zone 1 trip; fault loop l1 to neutral; 3ph t + lo gabsouth - dwaarsberg 132kv line cb 105,Transmission,South,clear,scada,132.0,132,1,1,0.32,0.32,0.3166666666666666,0.3166666666666666,True,False,True,False,sustained,sustained,Non-permanent,False,,18,5,7,winter,0,0,0,1,0,0,0,0
system::150/23::2023-08-08::03:35,system,150/23,2023-08-08,2023-08-08 03:35:00,2023-08-08,03:35,Morupule A,Morupule A,Morupule A Generator 3 11kV CB 3G0,Thermal Stress; Tripped,thermal stress; tripped morupule a generator 3 11kv cb 3g0,Distribution,Central,clear,scada,11.0,11,1,1,0.0,0.0,,,False,False,True,False,transient,transient,Non-permanent,False,,3,1,8,winter,0,0,0,0,0,0,0,0
system::151/23::2023-08-20::20:58,system,151/23,2023-08-20,2023-08-20 20:58:00,2023-08-20,20:58,Phoenix,Phoenix,Phoenix - Hydromet 66kV line 2 CB 205,3ph T + L/O,3ph t + l/o phoenix - hydromet 66kv line 2 cb 205,Sub-Transmission,North,clear,scada,66.0,66,1,1,0.2,0.2,0.2,0.2,True,False,True,False,sustained,sustained,Non-permanent,False,,20,6,8,winter,0,0,0,1,0,0,0,0
system::153/23::2023-09-11::21:22,system,153/23,2023-09-11,2023-09-11 21:22:00,2023-09-11,21:22,Serule,Serule,Serule 220kV Line CB L15,"Zone 1 Trip, Ph C To Ground; 3 ph T + L/O","zone 1 trip, ph c to ground; 3 ph t + l/o serule 220kv line cb l15",Transmission,North,clear,sekgatlhola,220.0,220,1,1,0.03,0.03,0.0333333333333333,0.0333333333333333,True,False,True,False,transient,transient,Non-permanent,False,,21,0,9,spring,0,1,0,0,0,0,0,0
system::154/23::2023-09-12::04:08,system,154/23,2023-09-12,2023-09-12 04:08:00,2023-09-12,04:08,Orapa 2,Orapa 2,Orapa 2 220kV Line CB L15,3 ph T + L/O,3 ph t + l/o orapa 2 220kv line cb l15,Transmission,North,clear,scada,220.0,220,1,1,0.3,0.3,0.3,0.3,True,False,True,False,sustained,sustained,Non-permanent,False,,4,1,9,spring,0,0,0,0,0,0,0,0
system::155/23::2023-09-12::10:16,system,155/23,2023-09-12,2023-09-12 10:16:00,2023-09-12,10:16,Serule,Serule || Orapa 2,Serule - Orapa 2 220kV Line CB L15 || Orapa - Serule 220kV Line CB L15,"Zone 1 trip, Phase A to ground. Distance to fault: 91km || Main 1: Red phase to ground, distance to fault: 139.14km. Main 2: Trip, instantaneous, Phase A to Ground, Zone 1","zone 1 trip, phase a to ground. distance to fault: 91km || main 1: red phase to ground, distance to fault: 139.14km. main 2: trip, instantaneous, phase a to ground, zone 1 serule - orapa 2 220kv line cb l15 || orapa - serule 220kv line cb l15",Transmission,North,clear,scada,220.0,220,2,2,4.52,4.5,4.483333333333333,4.516666666666667,True,False,True,False,permanent,permanent,Permanent,False,,10,1,9,spring,0,1,1,0,0,0,0,0
system::156/23::2023-09-16::16:00,system,156/23,2023-09-16,2023-09-16 16:00:00,2023-09-16,16:00,Serule,Serule || Orapa 2,Serule - Orapa 2 220kV Line CB L15 || Orapa - Serule 220kV Line CB L15,"Instantaneous Trip, Red phase to ground, Zone 1. Distance to fault: 110.2km || Main 1: Trip. Main 2: Trip, instantaneous, Zone 1, Phase A to Ground, Distance to fault: 115.92km","instantaneous trip, red phase to ground, zone 1. distance to fault: 110.2km || main 1: trip. main 2: trip, instantaneous, zone 1, phase a to ground, distance to fault: 115.92km serule - orapa 2 220kv line cb l15 || orapa - serule 220kv line cb l15",Transmission,North,clear,scada,220.0,220,2,2,0.18,0.18,0.1833333333333333,0.1833333333333333,True,False,True,False,sustained,sustained,Non-permanent,False,,16,5,9,spring,0,1,1,0,0,0,0,0
system::157/23::2023-09-17::13:32,system,157/23,2023-09-17,2023-09-17 13:32:00,2023-09-17,13:32,Serule,Serule || Orapa 2,Serule - Orapa 2 220kV Line CB L15 || Orapa - Serule 220kV Line CB L15,"Distance Protection Relay: Instantaneous Trip, Blue phase to ground, Zone 1, CB Pole discrepancy trip. Distance to fault: 92.32km || Main 1: Trip. Main 2: Trip, instantaneous trip, Zone 2, zone 4, Phase C to Ground, SOTF, Distance to fault: 126km","distance protection relay: instantaneous trip, blue phase to ground, zone 1, cb pole discrepancy trip. distance to fault: 92.32km || main 1: trip. main 2: trip, instantaneous trip, zone 2, zone 4, phase c to ground, sotf, distance to fault: 126km serule - orapa 2 220kv line cb l15 || orapa - serule 220kv line cb l15",Transmission,North,clear,scada,220.0,220,2,2,0.32,0.32,0.3166666666666666,0.3166666666666666,True,False,True,False,sustained,sustained,Non-permanent,False,,13,6,9,spring,0,1,1,0,0,0,0,0
system::159/23::2023-09-21::10:23,system,159/23,2023-09-21,2023-09-21 10:23:00,2023-09-21,10:23,Morupule B,Morupule B || Letlhakane,Morupule B - Letlhakane 400kV line CB 2L5 || Letlhakane - Morupule B 400kV line CB 3L5,"Distance Protection Relay: Gen trip, ZM trip, CAR, Blue phase to Ground; 3ph trip + L/O || Main 1: Trip ZM trip, phase to Ground, lockout. Main 2: ZM trip, ARC lockout; 3ph trip + L/O","distance protection relay: gen trip, zm trip, car, blue phase to ground; 3ph trip + l/o || main 1: trip zm trip, phase to ground, lockout. main 2: zm trip, arc lockout; 3ph trip + l/o morupule b - letlhakane 400kv line cb 2l5 || letlhakane - morupule b 400kv line cb 3l5",Transmission,Central/North West,clear,moloinoga,400.0,400,2,2,0.78,0.7250000000000001,0.6666666666666666,0.7833333333333333,True,False,True,False,permanent,permanent,Permanent,False,,10,3,9,spring,0,1,1,1,0,0,0,0
system::160/23::2023-09-21::21:47,system,160/23,2023-09-21,2023-09-21 21:47:00,2023-09-21,21:47,Morupule A,Morupule A,Morupule A Unit 4 220kV CB G40,Flame failure; Tripped,flame failure; tripped morupule a unit 4 220kv cb g40,Transmission,Central,clear,mothobi,220.0,220,1,1,7.27,7.27,7.266666666666667,7.266666666666667,True,False,True,False,permanent,permanent,Permanent,False,,21,3,9,spring,0,0,0,0,0,0,0,0
system::161/23::2023-09-22::19:49,system,161/23,2023-09-22,2023-09-22 19:49:00,2023-09-22,19:49,Phoenix,Phoenix,Phoenix 220/66kV TRF 1 HV CB H10 || Phoenix 220/66kV TRF 1 LV CB 180,"Tertiary E/F trip, Master trip","tertiary e/f trip, master trip phoenix 220/66kv trf 1 hv cb h10 || phoenix 220/66kv trf 1 lv cb 180",Sub-Transmission,North,clear,chabalala,66.0,66,2,2,11.43,11.43,11.433333333333334,11.433333333333334,True,False,True,False,permanent,permanent,Permanent,False,,19,4,9,spring,0,1,0,0,0,0,0,0
system::162/23::2023-09-23::21:26,system,162/23,2023-09-23,2023-09-23 21:26:00,2023-09-23,21:26,Kgale View,Kgale View,Kgale View T1 & T2 11kV LV CB 1H0 || Kgale View T1 & T2 11kV LV CB 2H0 || Kgale View B/section CB 1SO,Arc protection; TRIP,arc protection; trip kgale view t1 & t2 11kv lv cb 1h0 || kgale view t1 & t2 11kv lv cb 2h0 || kgale view b/section cb 1so,Distribution,South,clear,galetshetse,11.0,11,3,3,2.97,2.52,1.6166666666666667,2.966666666666667,True,False,True,False,permanent,permanent,Permanent,False,,21,5,9,spring,0,0,0,0,0,0,0,0
system::163/23::2023-09-24::06:08,system,163/23,2023-09-24,2023-09-24 06:08:00,2023-09-24,06:08,Karowe,Karowe,Karowe T1 LV CB 1T0,TRIP (No load loss as B/Section CB 1SO was closed),trip (no load loss as b/section cb 1so was closed) karowe t1 lv cb 1t0,Distribution,North,clear,phillip,11.0,11,1,1,0.0,0.0,,,False,False,True,False,transient,transient,Non-permanent,False,,6,6,9,spring,0,0,0,0,0,0,0,0
system::164/23::2023-09-28::18:55,system,164/23,2023-09-28,2023-09-28 18:55:00,2023-09-28,18:55,Phakalane,Phakalane,Phakalane T1B LV CB 1HOB,Buchholz Alarm; TRIP,buchholz alarm; trip phakalane t1b lv cb 1hob,Distribution,South,clear,selei,11.0,11,1,1,0.08,0.08,0.0833333333333333,0.0833333333333333,True,False,True,False,transient,transient,Non-permanent,False,,18,3,9,spring,0,0,0,0,1,0,0,0
system::166/23::2023-10-01::19:10,system,166/23,2023-10-01,2023-10-01 19:10:00,2023-10-01,19:10,Dukwi,Dukwi,Dukwi - Sua 132kV line CB 305,"Distance Protection Relay: 3PHASE TRIP, ZONE 1 TRIP, DIST TO FAULT: 36.9 KM","distance protection relay: 3phase trip, zone 1 trip, dist to fault: 36.9 km dukwi - sua 132kv line cb 305",Transmission,North,clear,scada,132.0,132,1,1,9.83,9.83,9.833333333333334,9.833333333333334,True,False,True,False,permanent,permanent,Permanent,False,,19,6,10,spring,0,0,0,0,0,0,0,0
system::168/23::2023-10-05::12:37,system,168/23,2023-10-05,2023-10-05 12:37:00,2023-10-05,12:37,BDHT,BDHT || SEGS || Gabane,BDHT 132/11kV Transformer 1 || SEGS - BDHT/MOGS 1 132kV line CB 605 || Gab south - Tlokweng 132kV line CB 905,"Zone 1,2,3 Trip, Master Trip, Underfreq || O/C Directional E/F Relay: R-PH, W-PH to Ground, Hi Set O/C trip, Master Trip || R-PH, W-PH, B-PH; 3ph Trip + LO","zone 1,2,3 trip, master trip, underfreq || o/c directional e/f relay: r-ph, w-ph to ground, hi set o/c trip, master trip || r-ph, w-ph, b-ph; 3ph trip + lo bdht 132/11kv transformer 1 || segs - bdht/mogs 1 132kv line cb 605 || gab south - tlokweng 132kv line cb 905",Transmission,South,clear,ntoko,132.0,11 || 132,3,3,1.33,0.86,0.6166666666666667,1.3333333333333333,True,False,True,False,permanent,permanent,Permanent,False,,12,3,10,spring,1,1,0,1,0,0,0,0
system::171/23::2023-10-10::23:03,system,171/23,2023-10-10,2023-10-10 23:03:00,2023-10-10,23:03,Tlokweng,Tlokweng,Tlokweng - Gab South 132kV line CB 905,3ph Trip + LO,3ph trip + lo tlokweng - gab south 132kv line cb 905,Transmission,South,rainy/stormy,galetshetse,132.0,132,1,1,1.1,1.1,1.1,1.1,True,False,True,False,permanent,permanent,Permanent,False,,23,1,10,spring,0,0,0,1,0,0,0,0
system::172/23::2023-10-13::10:29,system,172/23,2023-10-13,2023-10-13 10:29:00,2023-10-13,10:29,Phoenix,Phoenix,Phoenix 220/66kV Tx 1 HV CB H10,"Oil temperature trip, winding temperature trip, master trip","oil temperature trip, winding temperature trip, master trip phoenix 220/66kv tx 1 hv cb h10",Sub-Transmission,North,clear,mosala,66.0,66,1,1,1.33,1.33,1.3333333333333333,1.3333333333333333,True,False,True,False,permanent,permanent,Permanent,False,,10,4,10,spring,0,0,0,0,1,0,0,0
system::172/23::2023-10-13::missing,system,172/23,2023-10-13,,2023-10-13,missing,Phoenix,Phoenix,Phoenix 220/66kV Tx 1 LV CB 180,Tripped,tripped phoenix 220/66kv tx 1 lv cb 180,Sub-Transmission,North,clear,mosala,66.0,66,1,1,1.33,1.33,,,True,False,True,False,permanent,permanent,Permanent,False,,-1,4,10,spring,0,0,0,0,0,0,0,0
system::175/23::2023-10-14::13:26,system,175/23,2023-10-14,2023-10-14 13:26:00,2023-10-14,13:26,Mmakgodumo,Mmakgodumo,Mmakgodumo - Thamaga 132kV line CB 205,Blue phase Trip; 3 ph T + L/O,blue phase trip; 3 ph t + l/o mmakgodumo - thamaga 132kv line cb 205,Transmission,North,clear,mosarwe,132.0,132,1,1,0.07,0.07,0.0666666666666666,0.0666666666666666,True,False,True,False,transient,transient,Non-permanent,False,,13,5,10,spring,0,0,1,0,0,0,0,0
system::177/23::2023-10-24::12:21,system,177/23,2023-10-24,2023-10-24 12:21:00,2023-10-24,12:21,Lobatse,Lobatse,Lobatse - Mmakgodumo 132kV line CB 205,"Line Current Diff: Red, White and Blue phase Diff trip; 3ph T + L/O","line current diff: red, white and blue phase diff trip; 3ph t + l/o lobatse - mmakgodumo 132kv line cb 205",Transmission,North,clear,ramacha,132.0,132,1,1,0.73,0.73,0.7333333333333333,0.7333333333333333,True,False,True,False,permanent,permanent,Permanent,False,,12,1,10,spring,0,0,1,1,0,1,0,0
system::178/23::2023-10-24::23:12,system,178/23,2023-10-24,2023-10-24 23:12:00,2023-10-24,23:12,Morupule A,Morupule A || Phokoje,220kV Bus Coupler CB W10 || Phokoje - Morupule A 220kV line CB L55,"86 BC; TRIP || White phase-N trip, Zone 2 trip, 21L trip, 3 phase trip, Zone 2 & 3 start, 21L ext start, R & W start, L/O start, Dist: 95.3km","86 bc; trip || white phase-n trip, zone 2 trip, 21l trip, 3 phase trip, zone 2 & 3 start, 21l ext start, r & w start, l/o start, dist: 95.3km 220kv bus coupler cb w10 || phokoje - morupule a 220kv line cb l55",Transmission,Central,clear,moalosi,220.0,220,2,2,2.48,2.44,2.4,2.4833333333333334,True,False,True,False,permanent,permanent,Permanent,False,,23,1,10,spring,0,0,1,0,0,0,0,0
system::179/23::2023-10-28::19:54,system,179/23,2023-10-28,2023-10-28 19:54:00,2023-10-28,19:54,Morupule B,Morupule B || Isang,Morupule B 400/220kV intertie TX HV CB 1TO || Isang - Morupule A 2 220kV line CB L45,"No indications; Tripped || Instantenious E/F, Master trip; 3pH trip + LO","no indications; tripped || instantenious e/f, master trip; 3ph trip + lo morupule b 400/220kv intertie tx hv cb 1to || isang - morupule a 2 220kv line cb l45",Transmission,Central,clear,moloinoga,220.0,220,2,2,1.82,0.92,0.0166666666666666,1.8166666666666669,True,False,True,True,permanent || transient,permanent,Permanent,False,,19,5,10,spring,0,1,0,1,0,0,0,0
system::179/23::2023-10-28::19:59,system,179/23,2023-10-28,2023-10-28 19:59:00,2023-10-28,19:59,Morupule A,Morupule A,Morupule A - Isang 2 220kV line CB L25,Distance Protn Zone 1 Red and White phases; 3 pH T+ L/O,distance protn zone 1 red and white phases; 3 ph t+ l/o morupule a - isang 2 220kv line cb l25,Transmission,Central,clear,scada,220.0,220,1,1,0.05,0.05,0.05,0.05,True,False,True,False,transient,transient,Non-permanent,False,,19,5,10,spring,0,0,0,0,0,0,0,0
system::180/23::2023-10-30::13:01,system,180/23,2023-10-30,2023-10-30 13:01:00,2023-10-30,13:01,Isang 2,Isang 2,Isang 2 - Morp A 2 220kV Line CB L45,"Main 1 Relay: VT Fuse fail, Carrier aided trip, CB trip L1,L2,L3 3 phase trip, Trip signal IL2, Distance to 13.6KM, Fault REL distance 6.12%; Fault loop L2N","main 1 relay: vt fuse fail, carrier aided trip, cb trip l1,l2,l3 3 phase trip, trip signal il2, distance to 13.6km, fault rel distance 6.12%; fault loop l2n isang 2 - morp a 2 220kv line cb l45",Transmission,South / North,clear,makoko,220.0,220,1,1,0.03,0.03,0.0333333333333333,0.0333333333333333,True,False,True,False,transient,transient,Non-permanent,False,,13,0,10,spring,0,0,1,0,0,0,0,0
system::181/23::2023-10-30::16:30,system,181/23,2023-10-30,2023-10-30 16:30:00,2023-10-30,16:30,Legotlhwane,Legotlhwane || Makoba,Legotlhwane - Makoba 132kV Line CB 305 || 132kV Line Reactor CB 350,"Main Protection Relay: Protection trip, Imp trip z1, L2 Start, Permissive trip Receive/Send, ARC Initiate || Main Protection Relay: Low start E/F trip; B/UP Relay: Low start E/F Start, Master trip","main protection relay: protection trip, imp trip z1, l2 start, permissive trip receive/send, arc initiate || main protection relay: low start e/f trip; b/up relay: low start e/f start, master trip legotlhwane - makoba 132kv line cb 305 || 132kv line reactor cb 350",Transmission,South / North,clear,rasefako,132.0,132,2,2,4.07,4.07,4.066666666666666,4.066666666666666,True,False,True,False,permanent,permanent,Permanent,False,,16,0,10,spring,0,1,0,0,0,0,0,0
system::182/23::2023-10-31::08:09,system,182/23,2023-10-31,2023-10-31 08:09:00,2023-10-31,08:09,Mmakgodumo,Mmakgodumo,Mmakgodumo - Lobatse 132kV Line CB 205,"Current Differential Relay: Trip, Phase C to ground, 87; 3ph Trip + L/O","current differential relay: trip, phase c to ground, 87; 3ph trip + l/o mmakgodumo - lobatse 132kv line cb 205",Transmission,South / North,clear,mosarwe,132.0,132,1,1,0.03,0.03,0.0333333333333333,0.0333333333333333,True,False,True,False,transient,transient,Non-permanent,False,,8,1,10,spring,0,1,1,1,0,1,0,0
system::183/23::2023-10-31::17:49,system,183/23,2023-10-31,2023-10-31 17:49:00,2023-10-31,17:49,Makoba,Makoba,Makoba - Samochima 132kV line CB 105,"Impedance Protn Zone 1, General trip; 3ph Trip + L/O","impedance protn zone 1, general trip; 3ph trip + l/o makoba - samochima 132kv line cb 105",Transmission,North West,clear,scada,132.0,132,1,1,0.02,0.02,0.0166666666666666,0.0166666666666666,True,False,True,False,transient,transient,Non-permanent,False,,17,1,10,spring,0,0,0,1,0,0,0,0
system::184/23::2023-11-01::16:55,system,184/23,2023-11-01,2023-11-01 16:55:00,2023-11-01,16:55,Orapa 2,Orapa 2,Orapa 2 220kV line CB L15,Distance protn Zone 1; 3ph T + L/O,distance protn zone 1; 3ph t + l/o orapa 2 220kv line cb l15,Transmission,North,cloudy,scada,220.0,220,1,1,0.38,0.38,0.3833333333333333,0.3833333333333333,True,False,True,False,sustained,sustained,Non-permanent,False,,16,2,11,spring,0,0,0,1,0,0,0,0
system::186/23::2023-11-05::16:07,system,186/23,2023-11-05,2023-11-05 16:07:00,2023-11-05,16:07,Makoba,Makoba,Makoba - Samochima 132kV Line CB 105,"Protection Trip, Low set E/F trip, Pole discrepancy; 3ph Trip + L/O","protection trip, low set e/f trip, pole discrepancy; 3ph trip + l/o makoba - samochima 132kv line cb 105",Transmission,North West,cloudy,rasefako,132.0,132,1,1,4.67,4.67,4.666666666666667,4.666666666666667,True,False,True,False,permanent,permanent,Permanent,False,,16,6,11,spring,0,1,0,1,0,0,0,0
system::186/23::2023-11-05::missing,system,186/23,2023-11-05,,2023-11-05,missing,Samochima,Samochima,Samochima - Makoba 132kV Line CB 305,"Back up trip protections, Low set E/F trip, Main 1: Permissive send; 3ph Trip + L/O","back up trip protections, low set e/f trip, main 1: permissive send; 3ph trip + l/o samochima - makoba 132kv line cb 305",Transmission,North West,cloudy,rasefako,132.0,132,1,1,6.62,6.62,,,True,False,True,False,permanent,permanent,Permanent,False,,-1,6,11,spring,0,1,0,1,0,0,0,0
system::190/23::2023-11-13::06:00,system,190/23,2023-11-13,2023-11-13 06:00:00,2023-11-13,06:00,Woodhall,Woodhall,Woodhall T1A & T2A LV CBs 1H0 and 2H0,HV OC low set; Tripped,hv oc low set; tripped woodhall t1a & t2a lv cbs 1h0 and 2h0,Transmission,South,clear,scada,132.0,132,1,1,0.67,0.67,0.6666666666666666,0.6666666666666666,True,False,True,False,permanent,permanent,Permanent,False,,6,0,11,spring,0,0,0,0,0,0,0,0
system::199/23::2023-11-15::07:14,system,199/23,2023-11-15,2023-11-15 07:14:00,2023-11-15,07:14,Hydromet,Hydromet,Hydromet - Phoenix 66kV line CB 505,BACK UP OVERCURRENT TRIP; 3 Ph T+L/O,back up overcurrent trip; 3 ph t+l/o hydromet - phoenix 66kv line cb 505,Sub-Transmission,North,clear,scada,66.0,66,1,1,0.07,0.07,0.0666666666666666,0.0666666666666666,True,False,True,False,transient,transient,Non-permanent,False,,7,2,11,spring,1,0,0,0,0,0,0,0
system::191/23::2023-11-17::06:04,system,191/23,2023-11-17,2023-11-17 06:04:00,2023-11-17,06:04,Gab East,Gab East,Gab East 132/11kV T2B HV CB 210B,"Trip, Instantaneous VT fail, Under frequency","trip, instantaneous vt fail, under frequency gab east 132/11kv t2b hv cb 210b",Transmission,South,clear,ntoko,132.0,132,1,1,1.93,1.93,1.8833333333333333,1.8833333333333333,True,False,True,False,permanent,permanent,Permanent,False,,6,4,11,spring,0,0,0,0,0,0,1,0
system::191/23::2023-11-17::missing,system,191/23,2023-11-17,,2023-11-17,missing,Gab East,Gab East,Gab East 132/11kV T2B LV CB 2HOB || 11kV Bussection CB 1SOB,"Trip || Master trip, Buszone trip, Trip Circuit Supervision 1","trip || master trip, buszone trip, trip circuit supervision 1 gab east 132/11kv t2b lv cb 2hob || 11kv bussection cb 1sob",Distribution,South,clear,ntoko,11.0,11,2,2,2.18,2.065,,,True,False,True,False,permanent,permanent,Permanent,False,,-1,4,11,spring,0,0,0,0,0,0,0,0
system::192/23::2023-11-18::00:41,system,192/23,2023-11-18,2023-11-18 00:41:00,2023-11-18,00:41,Gab East,Gab East,Gab East 132/11kV T1B HV CB 110B,Phase A & B trip,phase a & b trip gab east 132/11kv t1b hv cb 110b,Transmission,South,clear,ntoko,132.0,132,1,1,2.25,2.25,2.25,2.25,True,False,True,False,permanent,permanent,Permanent,False,,0,5,11,spring,0,0,1,0,0,0,0,0
system::192/23::2023-11-18::missing,system,192/23,2023-11-18,,2023-11-18,missing,Gab East,Gab East,Gab East 132/11kV T1B LV CB 1HOB || Gab East 132/11kV T2B LV CB 2HOB || Gab East 132/11kV T3B LV CB 3HOB || Gab East 11kV CB 1SOB || Gab East 132/11kV T2B HV CB 210B,"Buszone operated, VT Fail || Tripped || Phase A & B trip, Buszone Phase B and C || Phase A & B trip","buszone operated, vt fail || tripped || phase a & b trip, buszone phase b and c || phase a & b trip gab east 132/11kv t1b lv cb 1hob || gab east 132/11kv t2b lv cb 2hob || gab east 132/11kv t3b lv cb 3hob || gab east 11kv cb 1sob || gab east 132/11kv t2b hv cb 210b",Distribution,South,clear,ntoko,11.0,11 || 132,5,5,2.28,2.276,,,True,False,True,False,permanent,permanent,Permanent,False,,-1,5,11,spring,0,0,1,0,0,0,0,0
system::194/23::2023-11-18::16:21,system,194/23,2023-11-18,2023-11-18 16:21:00,2023-11-18,16:21,Gabs South,Gabs South,Gabs South - Ramotswa 132kV line CB 205,Differential; 3ph T + L/O,differential; 3ph t + l/o gabs south - ramotswa 132kv line cb 205,Transmission,South,cloudy,galetshetse,132.0,132,1,1,1.1,1.1,1.1,1.1,True,False,True,False,permanent,permanent,Permanent,False,,16,5,11,spring,0,0,0,1,0,1,0,0
system::194/23::2023-11-18::missing,system,194/23,2023-11-18,,2023-11-18,missing,Ramotswa,Ramotswa,Ramotswa - Gabs South 132kV line CB 205,Differential; 3ph T + L/O,differential; 3ph t + l/o ramotswa - gabs south 132kv line cb 205,Transmission,South,cloudy,galetshetse,132.0,132,1,1,1.88,1.88,,,True,False,True,False,permanent,permanent,Permanent,False,,-1,5,11,spring,0,0,0,1,0,1,0,0
system::198/23::2023-11-21::21:10,system,198/23,2023-11-21,2023-11-21 21:10:00,2023-11-21,21:10,Samochima,Samochima,Samochima - Makoba 132kV line CB 305,"General trip, EF protn trip; 3 Ph T+L/O","general trip, ef protn trip; 3 ph t+l/o samochima - makoba 132kv line cb 305",Transmission,North West,rainy/stormy,scada,132.0,132,1,1,0.03,0.03,0.0333333333333333,0.0333333333333333,True,False,True,False,transient,transient,Non-permanent,False,,21,1,11,spring,0,0,0,0,0,0,0,0
system::177/23::2023-11-24::12:21,system,177/23,2023-11-24,2023-11-24 12:21:00,2023-11-24,12:21,Lobatse,Lobatse,Lobatse - Mmakgodumo 132kV line CB 205,"Line Current Diff: Red, White and Blue phase Diff trip; 3ph T + L/O","line current diff: red, white and blue phase diff trip; 3ph t + l/o lobatse - mmakgodumo 132kv line cb 205",Transmission,North,clear,ramacha,132.0,132,1,1,0.73,0.73,0.7333333333333333,0.7333333333333333,True,False,True,False,permanent,permanent,Permanent,False,,12,4,11,spring,0,0,1,1,0,1,0,0
system::199/23::2023-11-26::07:14,system,199/23,2023-11-26,2023-11-26 07:14:00,2023-11-26,07:14,Hydromet,Hydromet,Hydromet - Phoenix 66kV line CB 505,BACK UP OVERCURRENT TRIP; 3 Ph T+L/O,back up overcurrent trip; 3 ph t+l/o hydromet - phoenix 66kv line cb 505,Sub-Transmission,North,clear,scada,66.0,66,1,1,0.07,0.07,0.0666666666666666,0.0666666666666666,True,False,True,False,transient,transient,Non-permanent,False,,7,6,11,spring,1,0,0,0,0,0,0,0
system::200/23::2023-11-27::23:45,system,200/23,2023-11-27,2023-11-27 23:45:00,2023-11-27,23:45,Rakola,Rakola,Rakola- Gaphatshwa 132kV line CB 505,INSTATNTENEOUS O/C TRIP; 3 Ph T+L/O,instatnteneous o/c trip; 3 ph t+l/o rakola- gaphatshwa 132kv line cb 505,Transmission,South,rainy/stormy,scada,132.0,132,1,1,0.02,0.02,0.0166666666666666,0.0166666666666666,True,False,True,False,transient,transient,Non-permanent,False,,23,0,11,spring,1,0,0,0,0,0,0,0
system::191/23::2023-11-28::17:55,system,191/23,2023-11-28,2023-11-28 17:55:00,2023-11-28,17:55,Gabsouth,Gabsouth,Gabsouth - Spitskop 132kV Line CB 505,"B/UP: trip, protection trip; 1ph trip+L/O","b/up: trip, protection trip; 1ph trip+l/o gabsouth - spitskop 132kv line cb 505",Transmission,South,clear,ntoko,132.0,132,1,1,0.65,0.65,0.65,0.65,True,False,True,False,permanent,permanent,Permanent,False,,17,1,11,spring,0,0,0,0,0,0,0,0
system::202/23::2023-12-07::20:18,system,202/23,2023-12-07,2023-12-07 20:18:00,2023-12-07,20:18,Gabsouth,Gabsouth || Ramotswa,Gabsouth - Ramotswa 132kV Line CB 205 || Ramotswa - Gabsouth 132kV Line CB 205,"Trip, 87L, Three phase trip, BF, AR. On O/C Relay; HS O/C. Fault loop being L1 and L2; 3ph trip + L/O || Three phase trip 87L and Master trip operated. Fault loop being L1 and L2; 3ph trip + L/O","trip, 87l, three phase trip, bf, ar. on o/c relay; hs o/c. fault loop being l1 and l2; 3ph trip + l/o || three phase trip 87l and master trip operated. fault loop being l1 and l2; 3ph trip + l/o gabsouth - ramotswa 132kv line cb 205 || ramotswa - gabsouth 132kv line cb 205",Transmission,South,rainy/stormy,ntoko,132.0,132,2,2,2.92,2.575,2.2333333333333334,2.9166666666666665,True,False,True,False,permanent,permanent,Permanent,False,,20,3,12,summer,1,0,1,1,0,0,0,0
